/21243713_len_452_MetaAn_63.pdb:A	L=450	d0=7.60	seqID=0.102	TM-score=0.44889
/24411754_len_287_MetaAn_32.pdb:A	L=285	d0=6.21	seqID=0.165	TM-score=0.63769
/OXA-1182.pdb:A	L=275	d0=6.11	seqID=0.143	TM-score=0.63161
/OXA-257.pdb:A	L=276	d0=6.12	seqID=0.149	TM-score=0.62935
/OXA-598.pdb:A	L=256	d0=5.92	seqID=0.159	TM-score=0.69405
/OXA-636.pdb:A	L=249	d0=5.84	seqID=0.162	TM-score=0.69906
/OXA-898.pdb:A	L=271	d0=6.07	seqID=0.144	TM-score=0.64905
/SPA_MetaAn_74_l286_st173_e1030_se-1_ID=42348_1.pdb:A	L=285	d0=6.21	seqID=0.139	TM-score=0.62728
/4199755_len_290_MetaAn_69.pdb:A	L=288	d0=6.24	seqID=0.133	TM-score=0.61710
/OXA-296.pdb:A	L=284	d0=6.20	seqID=0.139	TM-score=0.58528
/OXA-675.pdb:A	L=276	d0=6.12	seqID=0.124	TM-score=0.63006
/SPA_MetaAn_79_l264_st101_e892_se1_ID=20644_1.pdb:A	L=263	d0=5.99	seqID=0.166	TM-score=0.65908
/3215490_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.164	TM-score=0.62203
/OXA-297.pdb:A	L=285	d0=6.21	seqID=0.152	TM-score=0.61371
/OXA-900.pdb:A	L=270	d0=6.06	seqID=0.150	TM-score=0.64708
/OXA-957.pdb:A	L=262	d0=5.98	seqID=0.142	TM-score=0.65837
/STD-1.pdb:A	L=264	d0=6.00	seqID=0.146	TM-score=0.68036
/OXA-1189.pdb:A	L=273	d0=6.09	seqID=0.155	TM-score=0.64603
/OXA-198.pdb:A	L=258	d0=5.94	seqID=0.154	TM-score=0.65680
/OXA-960.pdb:A	L=289	d0=6.25	seqID=0.135	TM-score=0.58841
/OXA-1116.pdb:A	L=276	d0=6.12	seqID=0.153	TM-score=0.63599
/OXA-265.pdb:A	L=275	d0=6.11	seqID=0.155	TM-score=0.63500
/OXA-299.pdb:A	L=277	d0=6.13	seqID=0.140	TM-score=0.62485
/OXA-347.pdb:A	L=274	d0=6.10	seqID=0.134	TM-score=0.63458
/OXA-902.pdb:A	L=263	d0=5.99	seqID=0.155	TM-score=0.65235
/36394978_len_267_MetaAn_74.pdb:A	L=265	d0=6.01	seqID=0.155	TM-score=0.65523
/4416266_len_285_MetaAn_26.pdb:A	L=283	d0=6.19	seqID=0.164	TM-score=0.64205
/OXA-641.pdb:A	L=257	d0=5.93	seqID=0.141	TM-score=0.65423
/OXA-999.pdb:A	L=279	d0=6.15	seqID=0.147	TM-score=0.61209
/12084204_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.164	TM-score=0.62327
/OXA-151.pdb:A	L=285	d0=6.21	seqID=0.140	TM-score=0.61719
/OXA-302.pdb:A	L=280	d0=6.16	seqID=0.149	TM-score=0.61861
/OXA-727.pdb:A	L=283	d0=6.19	seqID=0.146	TM-score=0.61585
/37023528_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.169	TM-score=0.63509
/OXA-470.pdb:A	L=269	d0=6.05	seqID=0.150	TM-score=0.65500
/OXA-527.pdb:A	L=274	d0=6.10	seqID=0.149	TM-score=0.63925
/OXA-568.pdb:A	L=276	d0=6.12	seqID=0.153	TM-score=0.63131
/RAD-1.pdb:A	L=258	d0=5.94	seqID=0.149	TM-score=0.66299
/OXA-153.pdb:A	L=289	d0=6.25	seqID=0.134	TM-score=0.59075
/OXA-269.pdb:A	L=273	d0=6.09	seqID=0.150	TM-score=0.65105
/OXA-570.pdb:A	L=271	d0=6.07	seqID=0.149	TM-score=0.64530
/RSD1-1.pdb:A	L=271	d0=6.07	seqID=0.139	TM-score=0.64214
/1238127_len_290_MetaAn_69.pdb:A	L=288	d0=6.24	seqID=0.136	TM-score=0.61247
/25967795_len_291_MetaAn_62.pdb:A	L=289	d0=6.25	seqID=0.142	TM-score=0.61388
/OXA-156.pdb:A	L=283	d0=6.19	seqID=0.141	TM-score=0.60794
/RSD2-1.pdb:A	L=257	d0=5.93	seqID=0.156	TM-score=0.66564
/12415869_len_285_MetaAn_30.pdb:A	L=283	d0=6.19	seqID=0.168	TM-score=0.64331
/14940432_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.163	TM-score=0.63402
/OXA-1081.pdb:A	L=275	d0=6.11	seqID=0.142	TM-score=0.62841
/OXA-157.pdb:A	L=285	d0=6.21	seqID=0.141	TM-score=0.62204
/OXA-209.pdb:A	L=274	d0=6.10	seqID=0.137	TM-score=0.63106
/OXA-306.pdb:A	L=278	d0=6.14	seqID=0.152	TM-score=0.62762
/OXA-646.pdb:A	L=279	d0=6.15	seqID=0.151	TM-score=0.63349
/OXA-158.pdb:A	L=283	d0=6.19	seqID=0.139	TM-score=0.61534
/OXA-307.pdb:A	L=278	d0=6.14	seqID=0.162	TM-score=0.62374
/OXA-911.pdb:A	L=274	d0=6.10	seqID=0.153	TM-score=0.64052
/SPA_MetaAn_22_l274_st2349_e3170_se1_ID=348_2.pdb:A	L=273	d0=6.09	seqID=0.152	TM-score=0.64781
/12646027_len_304_MetaAn_24.pdb:A	L=302	d0=6.38	seqID=0.151	TM-score=0.60940
/29365863_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.164	TM-score=0.63301
/OXA-409.pdb:A	L=275	d0=6.11	seqID=0.147	TM-score=0.63494
/OXA-576.pdb:A	L=248	d0=5.83	seqID=0.166	TM-score=0.70433
/SPA_MetaAn_23_l274_st4435_e5256_se1_ID=9346_2.pdb:A	L=273	d0=6.09	seqID=0.130	TM-score=0.62270
/22060248_len_300_MetaAn_30.pdb:A	L=298	d0=6.34	seqID=0.142	TM-score=0.59176
/3786681_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.163	TM-score=0.62358
/OXA-915.pdb:A	L=277	d0=6.13	seqID=0.150	TM-score=0.62421
/OXA-1089.pdb:A	L=289	d0=6.25	seqID=0.149	TM-score=0.60642
/OXA-1208.pdb:A	L=274	d0=6.10	seqID=0.142	TM-score=0.62141
/OXA-274.pdb:A	L=281	d0=6.17	seqID=0.150	TM-score=0.60659
/SPA_MetaAn_26_l284_st266_e1117_se-1_ID=66992_2.pdb:A	L=283	d0=6.19	seqID=0.166	TM-score=0.64523
/OXA-1090.pdb:A	L=274	d0=6.10	seqID=0.134	TM-score=0.62837
/OXA-614.pdb:A	L=257	d0=5.93	seqID=0.155	TM-score=0.67526
/OXA-837.pdb:A	L=301	d0=6.37	seqID=0.128	TM-score=0.58221
/12841857_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.163	TM-score=0.61596
/5252231_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.158	TM-score=0.63390
/7002553_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.168	TM-score=0.63326
/OXA-1036.pdb:A	L=279	d0=6.15	seqID=0.151	TM-score=0.61897
/OXA-1091.pdb:A	L=272	d0=6.08	seqID=0.145	TM-score=0.65035
/OXA-58.pdb:A	L=280	d0=6.16	seqID=0.145	TM-score=0.62750
/SPA_MetaAn_28_l294_st7089_e7970_se1_ID=6216_8.pdb:A	L=293	d0=6.29	seqID=0.156	TM-score=0.60809
/2688882_len_281_MetaAn_67.pdb:A	L=279	d0=6.15	seqID=0.134	TM-score=0.63203
/3431841_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.164	TM-score=0.62487
/5253281_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.163	TM-score=0.62351
/OXA-491.pdb:A	L=253	d0=5.88	seqID=0.155	TM-score=0.66191
/SPA_MetaAn_2_l266_st11775_e12572_se1_ID=1351_14.pdb:A	L=265	d0=6.01	seqID=0.146	TM-score=0.64603
/2689997_len_285_MetaAn_26.pdb:A	L=283	d0=6.19	seqID=0.163	TM-score=0.63889
/OXA-279.pdb:A	L=279	d0=6.15	seqID=0.153	TM-score=0.62377
/OXA-786.pdb:A	L=247	d0=5.82	seqID=0.158	TM-score=0.68449
/SPA_MetaAn_31_l282_st5526_e6371_se-1_ID=397_7.pdb:A	L=281	d0=6.17	seqID=0.147	TM-score=0.62655
/OXA-280.pdb:A	L=275	d0=6.11	seqID=0.146	TM-score=0.62771
/OXA-540.pdb:A	L=275	d0=6.11	seqID=0.145	TM-score=0.63390
/OXA-659.pdb:A	L=275	d0=6.11	seqID=0.147	TM-score=0.64799
/OXA-979.pdb:A	L=273	d0=6.09	seqID=0.155	TM-score=0.64899
/3449722_len_285_MetaAn_26.pdb:A	L=283	d0=6.19	seqID=0.165	TM-score=0.64215
/OXA-542.pdb:A	L=275	d0=6.11	seqID=0.150	TM-score=0.63945
/OXA-661.pdb:A	L=277	d0=6.13	seqID=0.150	TM-score=0.62768
/27087722_len_285_MetaAn_31.pdb:A	L=283	d0=6.19	seqID=0.167	TM-score=0.64399
/CPD-1.pdb:A	L=267	d0=6.03	seqID=0.143	TM-score=0.64786
/OXA-1149.pdb:A	L=292	d0=6.28	seqID=0.135	TM-score=0.60048
/OXA-5.pdb:A	L=267	d0=6.03	seqID=0.153	TM-score=0.66437
/LCR-1.pdb:A	L=260	d0=5.96	seqID=0.149	TM-score=0.66873
/OXA-1056.pdb:A	L=258	d0=5.94	seqID=0.145	TM-score=0.64701
/1904630_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.164	TM-score=0.62309
/5390210_len_269_MetaAn_65.pdb:A	L=267	d0=6.03	seqID=0.143	TM-score=0.65074
/NOD-1.pdb:A	L=283	d0=6.19	seqID=0.149	TM-score=0.61802
/OXA-665.pdb:A	L=273	d0=6.09	seqID=0.154	TM-score=0.64208
/SPA_MetaAn_50_l284_st520_e1371_se-1_ID=109182_2.pdb:A	L=283	d0=6.19	seqID=0.162	TM-score=0.63519
/13727570_len_285_MetaAn_26.pdb:A	L=283	d0=6.19	seqID=0.167	TM-score=0.64127
/740031_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.163	TM-score=0.63328
/OXA-548.pdb:A	L=290	d0=6.26	seqID=0.136	TM-score=0.58393
/OXA-666.pdb:A	L=284	d0=6.20	seqID=0.141	TM-score=0.59600
/SPA_MetaAn_61_l276_st622_e1449_se-1_ID=120966_2.pdb:A	L=275	d0=6.11	seqID=0.137	TM-score=0.64584
/1375690_len_285_MetaAn_34.pdb:A	L=283	d0=6.19	seqID=0.157	TM-score=0.62631
/7463345_len_285_MetaAn_34.pdb:A	L=283	d0=6.19	seqID=0.167	TM-score=0.63444
/OXA-1103.pdb:A	L=269	d0=6.05	seqID=0.154	TM-score=0.65775
/OXA-85.pdb:A	L=261	d0=5.97	seqID=0.156	TM-score=0.67418
/SPA_MetaAn_62_l265_st2919_e3713_se-1_ID=9155_2.pdb:A	L=264	d0=6.00	seqID=0.147	TM-score=0.66145
/11395053_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.163	TM-score=0.61546
/4021289_len_288_MetaAn_74.pdb:A	L=286	d0=6.22	seqID=0.148	TM-score=0.63225
/OXA-63.pdb:A	L=268	d0=6.04	seqID=0.149	TM-score=0.65698
/3566358_len_260_MetaAn_24.pdb:A	L=258	d0=5.94	seqID=0.164	TM-score=0.62556
/7647303_len_285_MetaAn_74.pdb:A	L=283	d0=6.19	seqID=0.168	TM-score=0.63673
/OXA-191.pdb:A	L=275	d0=6.11	seqID=0.151	TM-score=0.63848
/OXA-291.pdb:A	L=278	d0=6.14	seqID=0.154	TM-score=0.63013
/OXA-551.pdb:A	L=295	d0=6.31	seqID=0.135	TM-score=0.58425
/SPA_MetaAn_74_l270_st548_e1357_se-1_ID=109579_2.pdb:A	L=269	d0=6.05	seqID=0.154	TM-score=0.64916
/14251248_len_285_MetaAn_34.pdb:A	L=283	d0=6.19	seqID=0.160	TM-score=0.63645
/OXA-1006.pdb:A	L=275	d0=6.11	seqID=0.146	TM-score=0.63458
/SPA_MetaAn_74_l284_st2844_e3695_se-1_ID=14855_2.pdb:A	L=283	d0=6.19	seqID=0.164	TM-score=0.64272
/BRO-2.pdb:A	L=313	d0=6.48	seqID=0.165	TM-score=0.66424
/49391112_len_316_MetaAn_68.pdb:A	L=314	d0=6.49	seqID=0.195	TM-score=0.67453
/CAD-1.pdb:A	L=304	d0=6.40	seqID=0.195	TM-score=0.67954
/CARB-56.pdb:A	L=283	d0=6.19	seqID=0.202	TM-score=0.74327
/FONA-2.pdb:A	L=295	d0=6.31	seqID=0.225	TM-score=0.70826
/KLUG-5.pdb:A	L=291	d0=6.27	seqID=0.234	TM-score=0.70774
/KPC-186.pdb:A	L=291	d0=6.27	seqID=0.237	TM-score=0.70878
/KPC-52.pdb:A	L=294	d0=6.30	seqID=0.240	TM-score=0.70713
/LEN-47.pdb:A	L=286	d0=6.22	seqID=0.238	TM-score=0.72895
/OKP-B-15.pdb:A	L=286	d0=6.22	seqID=0.232	TM-score=0.71885
/OXY-2-25.pdb:A	L=290	d0=6.26	seqID=0.235	TM-score=0.71037
/PAL-7.pdb:A	L=285	d0=6.21	seqID=0.181	TM-score=0.71219
/ROB-12.pdb:A	L=310	d0=6.45	seqID=0.198	TM-score=0.67184
/SHV-204.pdb:A	L=286	d0=6.22	seqID=0.235	TM-score=0.71850
/10237409_len_298_MetaAn_62.pdb:A	L=296	d0=6.32	seqID=0.226	TM-score=0.70514
/CAE-1.pdb:A	L=302	d0=6.38	seqID=0.223	TM-score=0.70778
/KLUS-1.pdb:A	L=291	d0=6.27	seqID=0.235	TM-score=0.70977
/KPC-140.pdb:A	L=308	d0=6.44	seqID=0.231	TM-score=0.68418
/PAL-8.pdb:A	L=289	d0=6.25	seqID=0.175	TM-score=0.71069
/11158066_len_350_MetaAn_17.pdb:A	L=348	d0=6.79	seqID=0.193	TM-score=0.58610
/52995589_len_288_MetaAn_50.pdb:A	L=286	d0=6.22	seqID=0.223	TM-score=0.72323
/KPC-141.pdb:A	L=294	d0=6.30	seqID=0.242	TM-score=0.70949
/L2-1.pdb:A	L=303	d0=6.39	seqID=0.215	TM-score=0.70117
/PAU-1.pdb:A	L=293	d0=6.29	seqID=0.215	TM-score=0.71665
/53559555_len_283_MetaAn_61.pdb:A	L=281	d0=6.17	seqID=0.235	TM-score=0.75217
/CARB-7.pdb:A	L=288	d0=6.24	seqID=0.202	TM-score=0.72944
/KPC-191.pdb:A	L=292	d0=6.28	seqID=0.236	TM-score=0.70726
/PC1-1.pdb:A	L=281	d0=6.17	seqID=0.193	TM-score=0.71356
/RSA2-1.pdb:A	L=310	d0=6.45	seqID=0.196	TM-score=0.67802
/11707485_len_304_MetaAn_9.pdb:A	L=302	d0=6.38	seqID=0.203	TM-score=0.70197
/CTX-M-151.pdb:A	L=304	d0=6.40	seqID=0.213	TM-score=0.69540
/L2-28.pdb:A	L=303	d0=6.39	seqID=0.215	TM-score=0.70163
/RUB-1.pdb:A	L=284	d0=6.20	seqID=0.230	TM-score=0.72714
/SHV-P9.pdb:A	L=260	d0=5.96	seqID=0.249	TM-score=0.73655
/OKP-D-1.pdb:A	L=286	d0=6.22	seqID=0.233	TM-score=0.71760
/SCO-1.pdb:A	L=288	d0=6.24	seqID=0.207	TM-score=0.71641
/SME-3.pdb:A	L=294	d0=6.30	seqID=0.225	TM-score=0.71199
/891403_len_299_MetaAn_83.pdb:A	L=297	d0=6.33	seqID=0.227	TM-score=0.71935
/CARB-2.pdb:A	L=304	d0=6.40	seqID=0.190	TM-score=0.69790
/CBP-1.pdb:A	L=308	d0=6.44	seqID=0.193	TM-score=0.67686
/FPH-1.pdb:A	L=288	d0=6.24	seqID=0.183	TM-score=0.71046
/ORN-2.pdb:A	L=291	d0=6.27	seqID=0.230	TM-score=0.72004
/SDA-G-1.pdb:A	L=332	d0=6.65	seqID=0.192	TM-score=0.63335
/SMO-1.pdb:A	L=295	d0=6.31	seqID=0.233	TM-score=0.71144
/1530065_len_302_MetaAn_8.pdb:A	L=300	d0=6.36	seqID=0.226	TM-score=0.70958
/CRH-1.pdb:A	L=290	d0=6.26	seqID=0.235	TM-score=0.71519
/FRI-12.pdb:A	L=297	d0=6.33	seqID=0.214	TM-score=0.70239
/LUT-1.pdb:A	L=296	d0=6.32	seqID=0.236	TM-score=0.71584
/OXY-1-11.pdb:A	L=291	d0=6.27	seqID=0.232	TM-score=0.71038
/SHV-59.pdb:A	L=286	d0=6.22	seqID=0.236	TM-score=0.71877
/SPA_MetaAn_17_l296_st2112_e2999_se1_ID=43852_3.pdb:A	L=295	d0=6.31	seqID=0.226	TM-score=0.69383
/TEM-P14.pdb:A	L=251	d0=5.86	seqID=0.238	TM-score=0.74096
/16118144_len_297_MetaAn_1.pdb:A	L=295	d0=6.31	seqID=0.232	TM-score=0.70970
